               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.030984,            0.029644,           0.0032375,             0.82764,             0.63576,             0.68987,             0.41459,            0.035115,            0.031561,           0.0098828,           0.0037388,           0.0037388,           0.0037388
                 159,            0.030382,            0.031745,           0.0034213,             0.82927,             0.63649,             0.69369,             0.47527,             0.03518,            0.031643,           0.0095462,           0.0036869,           0.0036869,           0.0036869
                 160,            0.030393,            0.028948,           0.0032989,             0.84436,             0.61358,             0.68648,             0.44903,            0.035101,            0.031855,           0.0091014,           0.0036353,           0.0036353,           0.0036353
                 161,            0.031263,            0.031353,           0.0033615,             0.85218,             0.61091,             0.69422,             0.46949,            0.035016,            0.031735,           0.0092803,            0.003584,            0.003584,            0.003584
                 162,            0.030431,            0.030384,           0.0032339,             0.88366,             0.60421,             0.68083,             0.44923,            0.035289,            0.031777,           0.0092786,            0.003533,            0.003533,            0.003533
                 163,            0.029951,            0.030447,           0.0033774,              0.8501,             0.63006,             0.69819,             0.46129,            0.035149,            0.031102,           0.0092199,           0.0034823,           0.0034823,           0.0034823
                 164,            0.030962,            0.030826,           0.0032271,             0.85991,             0.61834,             0.69473,             0.46925,            0.035298,            0.031972,           0.0092272,           0.0034319,           0.0034319,           0.0034319
                 165,            0.031087,              0.0303,           0.0033106,             0.88529,             0.60059,             0.68904,             0.47028,            0.035229,            0.031924,           0.0090268,           0.0033818,           0.0033818,           0.0033818
                 166,            0.030832,             0.03188,           0.0031157,             0.83479,             0.64367,             0.69232,             0.45653,            0.035158,            0.031859,           0.0088632,           0.0033321,           0.0033321,           0.0033321
                 167,            0.030732,            0.030422,            0.003202,             0.83118,             0.63443,             0.69385,             0.46868,            0.035173,            0.031888,           0.0087851,           0.0032827,           0.0032827,           0.0032827
                 168,            0.029969,            0.029938,           0.0030852,             0.84753,             0.62793,             0.69558,             0.45622,            0.035051,            0.031867,           0.0087889,           0.0032337,           0.0032337,           0.0032337
                 169,            0.030179,            0.030088,           0.0031516,             0.83345,              0.6326,             0.69674,             0.45519,             0.03519,            0.032074,           0.0087302,            0.003185,            0.003185,            0.003185
                 170,            0.029742,            0.029268,           0.0032082,             0.85728,             0.62592,             0.69366,             0.47007,            0.035114,             0.03189,           0.0091661,           0.0031367,           0.0031367,           0.0031367
                 171,            0.029809,            0.029811,           0.0030022,             0.87203,             0.61655,             0.68638,             0.43476,            0.034894,            0.031692,           0.0088239,           0.0030888,           0.0030888,           0.0030888
                 172,            0.030128,            0.029923,           0.0029675,             0.86042,             0.61413,             0.68649,             0.45492,            0.035199,            0.031615,           0.0086312,           0.0030412,           0.0030412,           0.0030412
                 173,            0.028861,            0.029013,           0.0031662,             0.83595,             0.62528,             0.71014,              0.4817,            0.035026,            0.031289,           0.0087093,           0.0029941,           0.0029941,           0.0029941
                 174,            0.029231,            0.028896,           0.0030664,               0.871,             0.61227,             0.70338,              0.4622,            0.035387,            0.031917,           0.0088912,           0.0029473,           0.0029473,           0.0029473
                 175,            0.029614,            0.028841,           0.0027789,             0.84582,             0.61838,             0.69569,             0.47752,            0.034928,            0.031434,            0.008667,           0.0029009,           0.0029009,           0.0029009
                 176,            0.030643,            0.031036,           0.0028289,             0.85401,             0.61462,             0.69105,             0.47376,            0.034994,            0.031203,           0.0087781,            0.002855,            0.002855,            0.002855
                 177,            0.029121,            0.029286,           0.0029689,             0.82932,             0.62488,             0.69132,             0.48977,            0.035031,            0.031634,            0.008886,           0.0028094,           0.0028094,           0.0028094
                 178,            0.029829,            0.029835,           0.0030593,             0.89158,             0.61111,              0.7109,             0.45457,            0.035255,            0.031356,           0.0089349,           0.0027643,           0.0027643,           0.0027643
                 179,            0.028915,            0.029387,           0.0030383,             0.88894,             0.61425,             0.71027,             0.46047,            0.035233,            0.031562,           0.0089885,           0.0027196,           0.0027196,           0.0027196
                 180,            0.029753,            0.030344,           0.0029357,             0.86446,             0.62937,             0.70734,             0.46316,             0.03513,            0.031638,           0.0091281,           0.0026754,           0.0026754,           0.0026754
                 181,            0.028975,            0.029005,           0.0029277,             0.88126,             0.61012,             0.70832,             0.48251,            0.034899,             0.03171,           0.0085469,           0.0026316,           0.0026316,           0.0026316
                 182,            0.030665,            0.030951,           0.0027718,             0.86623,             0.61521,             0.70089,             0.46057,            0.034953,            0.032252,           0.0085118,           0.0025882,           0.0025882,           0.0025882
                 183,            0.029089,            0.029733,           0.0029119,              0.8874,             0.61512,             0.69754,             0.48041,            0.034931,            0.031662,           0.0088927,           0.0025454,           0.0025454,           0.0025454
                 184,            0.029449,            0.028805,           0.0028002,             0.88839,               0.617,              0.7033,             0.48013,            0.034928,            0.031639,           0.0087977,           0.0025029,           0.0025029,           0.0025029
                 185,            0.029557,            0.029667,           0.0028685,             0.88217,             0.61315,             0.69737,              0.4656,            0.034603,            0.031637,            0.008728,            0.002461,            0.002461,            0.002461
                 186,            0.029707,            0.030128,           0.0028148,             0.87982,              0.6102,             0.70294,             0.45838,             0.03485,            0.031994,           0.0086802,           0.0024195,           0.0024195,           0.0024195
                 187,            0.029795,            0.030563,            0.002973,             0.87213,             0.60203,             0.69513,             0.47479,            0.034634,             0.03217,           0.0088701,           0.0023786,           0.0023786,           0.0023786
                 188,             0.02889,             0.02881,           0.0028953,             0.87594,             0.61525,             0.70629,             0.48289,            0.034683,            0.031824,           0.0088369,           0.0023381,           0.0023381,           0.0023381
                 189,            0.029175,            0.029056,           0.0029932,             0.86295,             0.62022,             0.70349,             0.49989,             0.03471,            0.031969,           0.0085434,           0.0022981,           0.0022981,           0.0022981
                 190,            0.029433,            0.029897,           0.0026883,             0.84097,             0.63983,              0.7025,             0.48006,            0.034798,            0.031671,           0.0085977,           0.0022586,           0.0022586,           0.0022586
                 191,            0.029082,            0.028867,           0.0026889,             0.88939,             0.61384,             0.69633,             0.46332,            0.034781,            0.031773,           0.0089971,           0.0022196,           0.0022196,           0.0022196
                 192,            0.029807,            0.030471,           0.0029578,             0.86829,             0.62065,               0.711,             0.48504,            0.034782,            0.031679,           0.0089432,           0.0021812,           0.0021812,           0.0021812
                 193,            0.029427,            0.028562,           0.0028227,             0.88247,              0.6162,             0.69966,             0.48288,            0.034959,            0.032304,           0.0089426,           0.0021433,           0.0021433,           0.0021433
                 194,             0.02793,            0.027719,           0.0026785,              0.8643,             0.61397,             0.69274,             0.48018,            0.034907,            0.032417,           0.0090926,           0.0021059,           0.0021059,           0.0021059
                 195,            0.028868,            0.028999,           0.0026909,              0.8706,              0.6178,             0.69836,             0.44842,            0.035004,            0.032376,           0.0088063,            0.002069,            0.002069,            0.002069
                 196,            0.028226,             0.02848,           0.0026362,             0.83951,             0.61434,             0.69082,             0.47576,            0.035189,            0.032931,           0.0092259,           0.0020327,           0.0020327,           0.0020327
                 197,            0.028893,             0.02878,           0.0024403,               0.854,             0.62347,             0.69418,              0.4592,            0.034855,            0.031955,           0.0094344,           0.0019969,           0.0019969,           0.0019969
                 198,             0.02854,            0.029852,           0.0026205,             0.87779,             0.61625,             0.70009,              0.4784,            0.034847,            0.031635,            0.009047,           0.0019617,           0.0019617,           0.0019617
                 199,            0.028288,            0.028493,           0.0027211,             0.88923,             0.61142,             0.69492,             0.47721,            0.034789,            0.031673,           0.0090467,            0.001927,            0.001927,            0.001927
                 200,            0.028408,            0.029222,           0.0025635,             0.87891,             0.60949,              0.6903,             0.48432,            0.034786,            0.032297,           0.0096079,           0.0018929,           0.0018929,           0.0018929
                 201,            0.028737,            0.029648,           0.0026308,             0.87615,             0.61496,             0.70529,             0.48694,            0.034907,            0.031872,           0.0096634,           0.0018594,           0.0018594,           0.0018594
                 202,            0.028629,            0.028708,           0.0027062,             0.87802,             0.61515,             0.70626,               0.485,            0.034824,            0.031528,           0.0095208,           0.0018265,           0.0018265,           0.0018265
                 203,            0.028188,            0.029233,            0.002686,             0.85702,             0.61625,             0.69976,              0.4866,            0.034677,            0.031995,           0.0092278,           0.0017941,           0.0017941,           0.0017941
                 204,            0.028108,            0.027917,           0.0025168,             0.89678,             0.61148,             0.70024,             0.45059,            0.034769,            0.032179,           0.0093797,           0.0017623,           0.0017623,           0.0017623
                 205,            0.028009,            0.028691,           0.0026169,             0.90492,             0.60468,             0.70576,             0.45254,            0.034805,            0.032146,           0.0093349,           0.0017311,           0.0017311,           0.0017311
                 206,            0.028736,              0.0309,           0.0025131,             0.83156,             0.65059,             0.70836,              0.4843,            0.034803,            0.032013,           0.0095406,           0.0017005,           0.0017005,           0.0017005
                 207,             0.02827,            0.029019,           0.0024276,             0.86738,              0.6393,             0.69863,             0.46965,            0.034865,            0.031942,           0.0095599,           0.0016705,           0.0016705,           0.0016705
                 208,            0.028656,            0.029669,           0.0024552,             0.87934,             0.62182,             0.69965,             0.47738,            0.035135,            0.032276,           0.0093828,           0.0016411,           0.0016411,           0.0016411
                 209,            0.029093,            0.029945,           0.0027315,             0.88746,             0.61921,             0.70684,             0.46281,            0.035173,            0.032479,           0.0093082,           0.0016123,           0.0016123,           0.0016123
                 210,            0.028041,            0.029159,           0.0024919,             0.87315,             0.62212,             0.70567,             0.46887,            0.035059,            0.032657,           0.0095017,           0.0015842,           0.0015842,           0.0015842
                 211,            0.028482,            0.028361,           0.0026854,             0.86729,             0.62487,             0.70508,             0.48625,            0.034988,            0.032456,           0.0094751,           0.0015566,           0.0015566,           0.0015566
                 212,            0.028218,            0.028469,           0.0024884,             0.83996,             0.63171,             0.68917,             0.48057,            0.034849,            0.032439,           0.0093438,           0.0015297,           0.0015297,           0.0015297
                 213,            0.028535,            0.029386,           0.0024765,              0.8569,              0.6201,             0.71375,             0.46556,            0.034898,            0.032233,           0.0092008,           0.0015034,           0.0015034,           0.0015034
                 214,            0.028608,            0.029108,           0.0024507,             0.85564,             0.63085,             0.70476,             0.46435,            0.034777,            0.032261,           0.0092987,           0.0014777,           0.0014777,           0.0014777
                 215,            0.028247,            0.030145,           0.0025539,             0.84669,             0.62513,             0.69212,             0.48308,            0.035014,            0.032659,           0.0094831,           0.0014527,           0.0014527,           0.0014527
                 216,            0.027541,            0.029135,           0.0024794,             0.87066,             0.62121,             0.69166,             0.48552,            0.034686,            0.032485,           0.0091239,           0.0014283,           0.0014283,           0.0014283
                 217,            0.028005,            0.029183,            0.002204,             0.84749,             0.63039,             0.69544,             0.49055,             0.03471,            0.032237,           0.0090484,           0.0014045,           0.0014045,           0.0014045
                 218,            0.028793,            0.028867,           0.0023348,              0.8631,             0.62594,             0.69908,             0.48509,            0.034825,            0.032259,           0.0089432,           0.0013814,           0.0013814,           0.0013814
                 219,            0.027947,            0.028077,           0.0024522,             0.86086,             0.62537,             0.69578,             0.48009,            0.034845,            0.032128,           0.0090256,            0.001359,            0.001359,            0.001359
                 220,            0.027739,            0.026887,           0.0022749,             0.87522,             0.61781,              0.6951,             0.48683,            0.034938,            0.032166,           0.0091372,           0.0013372,           0.0013372,           0.0013372
                 221,            0.028023,            0.028864,           0.0023548,             0.87997,             0.62125,             0.69616,             0.48932,            0.034793,            0.032136,           0.0091013,            0.001316,            0.001316,            0.001316
                 222,            0.026851,             0.02629,            0.002309,             0.86155,             0.61785,             0.69445,             0.48136,            0.034874,            0.032231,           0.0092013,           0.0012955,           0.0012955,           0.0012955
                 223,            0.028059,            0.029818,           0.0023573,             0.86804,             0.62022,             0.69822,             0.46484,             0.03496,            0.032227,           0.0092504,           0.0012757,           0.0012757,           0.0012757
                 224,            0.028271,            0.029722,           0.0024467,             0.87627,             0.61189,             0.69722,             0.48019,            0.034916,            0.032476,           0.0093931,           0.0012565,           0.0012565,           0.0012565
                 225,            0.028047,            0.027721,           0.0023009,             0.86626,             0.61158,             0.69018,             0.47472,            0.034943,            0.032899,           0.0095056,           0.0012381,           0.0012381,           0.0012381
                 226,            0.028217,            0.028526,           0.0025849,             0.84912,             0.62309,             0.69479,             0.46982,            0.035021,            0.032525,           0.0094397,           0.0012202,           0.0012202,           0.0012202
                 227,            0.027344,             0.02734,            0.002303,             0.83763,             0.63265,             0.68864,             0.47577,            0.034919,            0.032218,           0.0093389,           0.0012031,           0.0012031,           0.0012031
                 228,            0.027863,            0.028223,           0.0025628,              0.8155,             0.62784,             0.69272,             0.43864,            0.035087,            0.032339,           0.0094742,           0.0011867,           0.0011867,           0.0011867
                 229,             0.02787,            0.028259,            0.002326,             0.87272,             0.61006,             0.69006,             0.47257,            0.034969,            0.032385,            0.009667,           0.0011709,           0.0011709,           0.0011709
                 230,            0.026988,            0.027821,           0.0022279,              0.8775,             0.62316,              0.6951,              0.4612,            0.034888,            0.032159,           0.0093601,           0.0011558,           0.0011558,           0.0011558
                 231,            0.027456,            0.028771,           0.0023333,             0.88092,             0.60876,             0.69214,             0.44577,            0.034921,            0.032338,           0.0094195,           0.0011414,           0.0011414,           0.0011414
                 232,            0.027682,            0.027688,           0.0024024,             0.88485,             0.61244,             0.70009,             0.46992,            0.034902,            0.032272,           0.0092413,           0.0011277,           0.0011277,           0.0011277
                 233,            0.028064,            0.029573,           0.0023274,             0.88656,             0.60424,             0.69222,             0.47867,            0.034867,            0.032563,           0.0094238,           0.0011146,           0.0011146,           0.0011146
                 234,            0.027411,            0.027286,           0.0023871,             0.87692,             0.60833,              0.6931,             0.47975,            0.034873,            0.032568,           0.0094324,           0.0011023,           0.0011023,           0.0011023
                 235,            0.028249,            0.029059,           0.0023111,             0.87565,             0.60848,             0.68895,             0.47888,            0.034989,             0.03261,           0.0095198,           0.0010907,           0.0010907,           0.0010907
                 236,            0.027978,             0.02875,           0.0021281,             0.86647,             0.61832,             0.69091,             0.47961,            0.035041,            0.032573,           0.0094402,           0.0010797,           0.0010797,           0.0010797
                 237,            0.027468,            0.027993,           0.0022066,             0.89079,             0.61481,             0.69903,             0.46338,            0.034975,            0.032411,            0.009542,           0.0010695,           0.0010695,           0.0010695
                 238,            0.027687,            0.027591,           0.0022673,             0.89594,             0.61756,             0.70632,             0.46867,            0.034965,            0.032294,            0.009387,           0.0010599,           0.0010599,           0.0010599
                 239,            0.026911,            0.027795,           0.0021932,             0.87864,             0.62146,             0.70491,             0.48593,            0.034987,            0.032194,           0.0093036,           0.0010511,           0.0010511,           0.0010511
                 240,            0.027367,            0.028266,            0.002341,             0.88976,             0.61649,             0.70537,             0.48409,            0.034968,            0.032352,           0.0093436,           0.0010429,           0.0010429,           0.0010429
                 241,            0.027659,            0.028821,           0.0021026,             0.89827,             0.61535,             0.69935,             0.48341,            0.035052,             0.03245,           0.0093476,           0.0010355,           0.0010355,           0.0010355
                 242,            0.027386,            0.027783,           0.0024653,             0.87382,             0.62772,             0.70492,             0.49963,            0.035028,             0.03246,            0.009113,           0.0010287,           0.0010287,           0.0010287
                 243,            0.027579,            0.028567,           0.0022511,             0.89368,             0.61424,             0.70203,             0.48263,            0.035065,            0.032512,            0.009771,           0.0010227,           0.0010227,           0.0010227
                 244,            0.027106,            0.027522,           0.0021951,             0.90343,             0.62023,             0.70434,             0.48339,            0.034889,             0.03236,           0.0096338,           0.0010174,           0.0010174,           0.0010174
                 245,            0.027532,            0.027952,           0.0021976,             0.90512,             0.62195,             0.70318,             0.46723,             0.03488,             0.03215,           0.0095687,           0.0010128,           0.0010128,           0.0010128
                 246,            0.027419,            0.028387,           0.0023792,             0.89469,               0.619,             0.69781,             0.48275,            0.034974,            0.032098,           0.0096264,           0.0010089,           0.0010089,           0.0010089
                 247,            0.027684,            0.029177,           0.0022818,             0.89516,             0.61221,             0.69423,             0.48064,            0.035001,            0.032387,            0.009371,           0.0010057,           0.0010057,           0.0010057
                 248,             0.02692,            0.027881,           0.0023195,             0.87614,             0.63264,             0.69914,             0.48006,            0.035054,            0.032289,           0.0092576,           0.0010032,           0.0010032,           0.0010032
                 249,            0.027771,            0.028522,           0.0023293,             0.85567,             0.63886,             0.69925,             0.47839,               0.035,            0.032334,           0.0093035,           0.0010014,           0.0010014,           0.0010014
